time,voltage
58.27,215.04
58.3,216.87
58.33,218.66
58.37,226.36
58.4,212.52
58.43,220.75
58.47,216.48
58.5,213.84
58.53,217.73
58.57,220.9
58.6,217.28
58.63,212.83
58.67,214.27
58.7,212.57
58.73,212.85
58.77,215.06
58.8,202.96
58.83,232.58
58.87,210.46
58.9,216.51
58.93,220.35
58.97,216.96
59.0,212.12
59.03,222.09
59.07,210.71
59.1,219.43
59.13,213.41
59.17,212.01
59.2,213.92
59.23,214.51
59.27,222.17
59.3,213.31
59.33,212.61
59.37,224.6
59.4,223.61
59.43,218.89
59.47,213.15
59.5,216.83
59.53,216.0
59.57,227.85
59.6,214.59
59.63,216.84
59.67,225.44
59.7,212.24
59.73,205.76
59.77,220.15
59.8,219.81
59.83,209.71
59.87,207.07
59.9,213.94
59.93,209.49
59.97,224.24
60.0,205.33
60.03,216.49
60.07,217.6
60.1,213.89
60.13,214.36
60.17,219.49
60.2,210.3
60.23,202.41
60.27,213.97
60.3,222.5
60.33,224.2
60.37,216.57
60.4,215.19
60.43,211.75
60.47,206.31
60.5,216.44
60.53,216.41
60.57,213.28
60.6,217.32
60.63,211.99
60.67,219.69
60.7,215.75
60.73,221.22
60.77,218.11
60.8,210.12
60.83,204.26
60.87,209.36
60.9,212.82
60.93,226.06
60.97,222.58
61.0,227.54
61.03,222.96
61.07,224.24
61.1,226.36
61.13,225.39
61.17,218.88
61.2,230.56
61.23,229.93
61.27,233.19
61.3,221.24
61.33,231.97
61.37,227.36
61.4,227.06
61.43,228.72
61.47,217.07
61.5,222.07
61.53,223.34
61.57,226.34
61.6,228.88
61.63,230.89
61.67,219.51
61.7,211.35
61.73,230.02
61.77,237.92
61.8,218.87
61.83,228.89
61.87,223.21
61.9,224.4
61.93,215.29
61.97,222.14
62.0,227.75
62.03,226.89
62.07,224.26
62.1,225.05
62.13,220.29
62.17,223.19
62.2,239.85
62.23,217.54
62.27,229.6
62.3,229.64
62.33,225.49
62.37,220.42
62.4,225.0
62.43,225.7
62.47,223.84
62.5,222.22
62.53,226.76
62.57,231.04
62.6,226.97
62.63,227.95
62.67,227.71
62.7,228.27
62.73,218.46
62.77,227.56
62.8,221.35
62.83,226.73
62.87,228.45
62.9,220.38
62.93,220.22
62.97,228.82
63.0,212.18
63.03,213.71
63.07,211.36
63.1,213.8
63.13,218.01
63.17,212.7
63.2,212.21
63.23,213.95
63.27,214.21
63.3,212.84
63.33,212.06
63.37,219.57
63.4,208.34
63.43,216.03
63.47,222.17
63.5,213.63
63.53,210.74
63.57,218.1
63.6,212.31
63.63,220.06
63.67,218.42
63.7,204.01
63.73,216.75
63.77,215.57
63.8,209.73
63.83,207.14
63.87,212.6
63.9,210.05
63.93,210.75
63.97,219.3
64.0,217.16
64.03,225.39
64.07,218.32
64.1,218.47
64.13,219.97
64.17,217.31
64.2,209.98
64.23,215.31
64.27,211.22
64.3,213.16
64.33,223.49
64.37,215.09
64.4,209.75
64.43,204.3
64.47,214.45
64.5,214.28
64.53,213.05
64.57,211.41
64.6,217.23
64.63,217.13
64.67,214.14
64.7,211.01
64.73,212.39
64.77,214.32
64.8,214.49
64.83,220.75
64.87,208.05
64.9,219.87
64.93,220.71
64.97,212.75
65.0,207.48
65.03,208.84
65.07,211.86
65.1,220.1
65.13,214.84
65.17,220.43
65.2,214.04
65.23,210.06
65.27,214.55
65.3,209.01
65.33,212.65
65.37,213.6
65.4,220.14
65.43,215.0
65.47,216.72
65.5,217.36
65.53,205.64
65.57,223.48
65.6,223.88
65.63,219.16
65.67,222.64
65.7,219.8
65.73,209.57
65.77,211.84
65.8,215.37
65.83,207.05
65.87,209.45
65.9,214.44
65.93,208.39
65.97,226.18
66.0,226.29
66.03,220.31
66.07,219.53
66.1,221.76
66.13,222.33
66.17,219.59
66.2,222.53
66.23,229.7
66.27,219.64
66.3,229.19
66.33,228.49
66.37,214.73
66.4,224.95
66.43,227.83
66.47,223.66
66.5,230.34
66.53,221.78
66.57,233.16
66.6,225.95
66.63,228.44
66.67,228.37
66.7,228.86
66.73,222.06
66.77,217.08
66.8,230.27
66.83,229.11
66.87,222.86
66.9,226.47
66.93,227.18
66.97,224.69
67.0,216.51
67.03,211.5
67.07,208.27
67.1,223.22
67.13,204.58
67.17,214.11
67.2,217.41
67.23,211.51
67.27,212.8
67.3,225.27
67.33,209.69
67.37,212.84
67.4,212.82
67.43,219.02
67.47,220.89
67.5,215.8
67.53,219.67
67.57,214.2
67.6,210.89
67.63,209.72
67.67,212.86
67.7,213.09
67.73,219.64
67.77,211.41
67.8,219.0
67.83,219.89
67.87,229.15
67.9,209.69
67.93,211.43
67.97,219.76
68.0,231.62
68.03,214.79
68.07,220.75
68.1,223.64
68.13,231.79
68.17,230.09
68.2,230.78
68.23,225.06
68.27,224.77
68.3,219.36
68.33,221.62
68.37,220.95
68.4,229.56
68.43,227.67
68.47,227.48
68.5,228.88
68.53,218.13
68.57,223.02
68.6,214.54
68.63,221.33
68.67,223.1
68.7,226.21
68.73,226.14
68.77,227.27
68.8,223.67
68.83,216.6
68.87,220.28
68.9,228.89
68.93,229.88
68.97,231.0
69.0,228.7
69.03,216.9
69.07,227.29
69.1,230.63
69.13,222.17
69.17,231.25
69.2,225.32
69.23,227.77
69.27,224.74
69.3,221.25
69.33,222.45
69.37,221.59
69.4,228.61
69.43,229.94
69.47,221.38
69.5,222.03
69.53,214.31
69.57,226.13
69.6,217.84
69.63,225.05
69.67,235.44
69.7,226.44
69.73,229.41
69.77,227.43
69.8,222.47
69.83,227.29
69.87,236.54
69.9,231.0
69.93,224.25
69.97,221.11
70.0,226.84
70.03,231.63
70.07,230.35
70.1,222.74
70.13,223.53
70.17,214.06
70.2,222.5
70.23,218.71
70.27,232.38
70.3,225.67
70.33,230.02
70.37,229.87
70.4,218.43
70.43,224.63
70.47,216.31
70.5,227.46
70.53,239.79
70.57,230.07
70.6,228.69
70.63,227.38
70.67,229.47
70.7,230.0
70.73,229.2
70.77,221.74
70.8,227.78
70.83,229.45
70.87,224.81
70.9,230.75
70.93,220.72
70.97,226.38
71.0,215.7
71.03,210.98
71.07,222.85
71.1,211.74
71.13,231.6
71.17,203.97
71.2,218.55
71.23,214.31
71.27,208.2
71.3,215.13
71.33,223.01
71.37,219.57
71.4,220.19
71.43,216.61
71.47,220.42
71.5,208.64
71.53,208.37
71.57,212.61
71.6,222.84
71.63,219.31
71.67,210.87
71.7,219.3
71.73,216.74
71.77,211.85
71.8,216.72
71.83,209.36
71.87,212.74
71.9,216.26
71.93,206.73
71.97,209.77
72.0,212.68
72.03,211.61
72.07,210.92
72.1,219.16
72.13,210.41
72.17,207.74
72.2,207.14
72.23,221.92
72.27,207.74
72.3,220.75
72.33,208.25
72.37,216.56
72.4,216.01
72.43,218.86
72.47,215.23
72.5,217.13
72.53,211.01
72.57,216.96
72.6,208.97
72.63,214.31
72.67,220.08
72.7,215.6
72.73,221.8
72.77,212.7
72.8,213.95
72.83,221.84
72.87,213.4
72.9,212.4
72.93,213.46
72.97,215.4
73.0,225.28
73.03,219.18
73.07,225.24
73.1,222.18
73.13,225.17
73.17,215.65
73.2,215.37
73.23,220.11
73.27,229.48
73.3,226.88
73.33,220.17
73.37,227.35
73.4,221.91
73.43,219.94
73.47,228.36
73.5,227.7
73.53,223.46
73.57,233.14
73.6,222.88
73.63,234.21
73.67,232.17
73.7,225.67
73.73,228.87
73.77,226.32
73.8,221.59
73.83,225.13
73.87,227.72
73.9,230.28
73.93,219.43
73.97,222.16
74.0,228.18
74.03,224.84
74.07,220.51
74.1,226.67
74.13,224.74
74.17,224.9
74.2,236.95
74.23,234.21
74.27,226.01
74.3,227.33
74.33,221.41
74.37,226.75
74.4,230.68
74.43,226.15
74.47,229.79
74.5,228.05
74.53,226.5
74.57,219.86
74.6,226.57
74.63,219.98
74.67,221.78
74.7,222.39
74.73,224.21
74.77,224.26
74.8,227.21
74.83,229.4
74.87,226.83
74.9,226.31
74.93,231.62
74.97,221.72
75.0,215.23
75.03,208.8
75.07,214.84
75.1,230.26
75.13,206.37
75.17,213.25
75.2,215.24
75.23,207.2
75.27,215.45
75.3,209.08
75.33,215.09
75.37,213.12
75.4,208.01
75.43,210.27
75.47,211.02
75.5,220.32
75.53,217.66
75.57,213.87
75.6,220.68
75.63,214.77
75.67,215.24
75.7,212.43
75.73,223.51
75.77,211.42
75.8,216.83
75.83,207.19
75.87,211.55
75.9,207.24
75.93,213.98
75.97,218.4
76.0,214.99
76.03,211.89
76.07,218.2
76.1,227.7
76.13,223.76
76.17,208.43
76.2,207.92
76.23,220.2
76.27,220.12
76.3,211.17
76.33,213.75
76.37,212.64
76.4,217.43
76.43,212.76
76.47,203.7
76.5,210.77
76.53,219.29
76.57,215.16
76.6,212.98
76.63,207.66
76.67,217.39
76.7,211.5
76.73,210.87
76.77,210.04
76.8,213.35
76.83,208.01
76.87,214.49
76.9,219.25
76.93,221.55
76.97,215.47
77.0,229.33
77.03,223.85
77.07,230.32
77.1,231.96
77.13,220.1
77.17,213.65
77.2,223.65
77.23,231.25
77.27,227.14
77.3,233.45
77.33,224.51
77.37,227.97
77.4,222.36
77.43,224.32
77.47,223.69
77.5,224.5
77.53,223.06
77.57,222.21
77.6,222.15
77.63,216.47
77.67,243.98
77.7,229.26
77.73,226.95
77.77,229.9
77.8,221.67
77.83,234.63
77.87,232.32
77.9,224.32
77.93,225.72
77.97,232.35
78.0,223.3
78.03,220.56
78.07,225.07
78.1,221.59
78.13,218.15
78.17,227.28
78.2,233.25
78.23,224.22
78.27,228.17
78.3,224.76
78.33,221.94
78.37,223.29
78.4,230.74
78.43,229.05
78.47,230.39
78.5,228.53
78.53,224.03
78.57,233.49
78.6,228.99
78.63,233.78
78.67,221.29
78.7,222.96
78.73,222.2
78.77,227.7
78.8,228.3
78.83,231.9
78.87,222.87
78.9,222.55
78.93,225.98
78.97,223.88
79.0,218.18
79.03,214.55
79.07,217.62
79.1,216.61
79.13,211.22
79.17,219.46
79.2,214.38
79.23,214.73
79.27,216.33
79.3,208.53
79.33,213.91
79.37,224.85
79.4,211.48
79.43,219.98
79.47,210.61
79.5,222.8
79.53,209.13
79.57,220.52
79.6,216.78
79.63,212.75
79.67,216.52
79.7,223.49
79.73,219.85
79.77,208.52
79.8,217.19
79.83,219.56
79.87,205.52
79.9,208.2
79.93,215.24
79.97,212.39
